age,balance,units,gwa,attendance,study_hours,course_x,course_y,lat,lon,is_scholar,is_paid,is_male,on_probation
20.8,0.0,22.0,1.57,0.872,16.4,0.392,1.968,14.55622,121.05951,0,1,0,0
20.7,0.0,18.0,2.5,0.926,17.1,0.574,2.013,14.42109,120.96312,0,1,0,1
26.7,10879.0,10.0,2.91,0.752,9.5,0.718,2.144,14.77306,121.10465,0,0,0,0
21.3,0.0,17.0,3.54,0.687,5.9,1.655,0.228,14.39175,120.94725,1,1,1,1
23.3,0.0,16.0,3.1,0.833,6.6,3.243,3.703,14.53771,121.02476,0,0,1,1
20.9,778.0,19.0,2.48,0.941,15.2,0.453,1.76,14.64263,120.96071,0,1,0,0
19.2,26993.0,13.0,3.63,0.824,10.3,0.677,2.01,14.62121,121.06511,0,1,0,1
22.9,0.0,14.0,2.79,0.72,7.0,1.24,0.717,14.39772,121.04726,1,1,1,0
22.5,4885.0,16.0,2.53,0.748,13.8,3.558,3.495,14.49865,120.99822,0,1,1,0
21.3,18392.0,16.0,3.23,0.76,9.1,0.808,1.952,14.69107,121.11049,0,1,0,0
19.9,0.0,20.0,1.47,0.908,17.2,1.095,3.005,14.56601,121.12428,0,1,1,0
28.6,0.0,13.0,2.65,0.712,4.3,1.856,0.453,14.65747,120.90616,1,1,0,0
22.4,43473.0,18.0,3.34,0.69,7.1,1.259,0.531,14.53487,121.00155,0,1,1,0
19.2,0.0,21.0,1.52,0.939,25.6,0.658,2.098,14.63252,121.09993,0,0,1,0
22.5,0.0,18.0,2.69,0.797,8.5,0.639,2.286,14.62203,120.98126,0,0,1,0
20.0,0.0,21.0,1.53,0.897,19.8,1.125,0.603,14.70781,120.9783,0,1,0,0
24.3,14508.0,10.0,3.2,0.757,10.3,3.25,3.582,14.68675,120.99141,0,1,0,1
21.3,0.0,18.0,1.54,0.759,17.2,1.329,0.54,14.72568,120.91778,0,1,0,0
19.5,2012.0,21.0,1.62,0.963,17.5,1.579,0.716,14.53057,121.10406,0,1,1,0
21.2,1464.0,22.0,2.53,0.843,14.5,2.911,2.588,14.45363,120.95362,0,1,1,0
26.9,17840.0,11.0,3.73,0.834,6.8,1.194,0.349,14.66258,121.11297,0,1,0,0
19.1,23564.0,17.0,3.25,0.771,10.3,1.867,1.043,14.6633,120.97138,0,1,0,1
21.3,1898.0,23.0,2.35,0.861,15.0,0.431,1.873,14.59661,121.04288,0,1,1,0
22.3,0.0,23.0,1.89,0.981,20.2,1.436,0.417,14.67928,120.97947,0,0,0,0
22.1,20357.0,12.0,3.81,0.558,14.5,0.898,2.992,14.5256,121.02749,0,1,1,0
20.8,5346.0,20.0,2.52,0.863,15.8,3.038,2.329,14.49317,121.08774,0,1,1,1
20.0,25334.0,18.0,3.21,0.565,14.6,1.476,0.436,14.58976,120.9969,0,1,0,0
20.8,3810.0,17.0,2.72,0.76,13.0,0.331,1.978,14.45987,120.93362,0,1,1,0
20.8,5546.0,21.0,2.74,0.834,9.6,0.886,2.009,14.45028,120.97952,0,1,0,1
20.4,5139.0,20.0,1.8,0.986,11.4,0.488,2.814,14.40645,120.94407,0,1,1,0
18.8,0.0,24.0,1.48,0.967,27.1,0.908,2.831,14.64951,120.96979,0,1,1,0
21.0,29883.0,13.0,3.18,0.719,10.8,3.747,3.349,14.68686,121.10125,0,1,0,0
27.0,18316.0,12.0,2.4,0.713,11.1,0.394,1.789,14.54887,121.13212,0,1,1,0
23.4,14479.0,14.0,2.6,0.778,9.9,0.75,3.202,14.6231,121.13345,0,0,0,0
20.7,36.0,22.0,1.69,0.908,18.9,3.029,2.353,14.58817,121.02595,0,1,0,0
20.8,34723.0,19.0,3.41,0.62,11.5,0.776,3.121,14.62767,121.07261,0,0,1,1
21.1,373.0,20.0,1.5,0.906,16.4,0.662,2.797,14.65048,120.97107,0,1,0,0
24.6,25571.0,15.0,3.16,0.749,5.4,1.999,0.901,14.62621,120.97974,0,0,0,1
25.9,4357.0,16.0,3.61,0.8,6.3,2.095,1.146,14.68244,120.9186,0,1,1,0
19.7,3193.0,19.0,2.42,0.899,16.5,0.693,2.159,14.37093,121.06266,0,1,0,0
21.4,814.0,16.0,2.57,0.785,18.2,0.794,3.102,14.55057,121.0306,0,1,1,0
19.6,0.0,21.0,2.68,0.834,14.5,2.062,0.711,14.60699,121.14087,0,1,1,0
21.9,25493.0,18.0,3.52,0.659,14.2,1.845,0.446,14.45109,120.98907,0,1,1,0
20.1,0.0,17.0,2.78,0.79,9.8,2.71,2.319,14.67859,120.99365,0,1,0,0
24.3,14604.0,19.0,2.5,0.753,14.5,2.025,1.074,14.43578,120.98911,0,1,1,0
19.9,1110.0,21.0,1.54,0.91,21.3,2.944,2.324,14.44592,120.96097,0,1,1,0
19.8,405.0,19.0,1.97,0.99,29.2,1.908,0.942,14.45572,120.98669,0,0,1,0
20.2,14508.0,12.0,3.28,0.771,7.1,0.674,2.999,14.6739,120.93878,0,1,0,0
20.5,5053.0,21.0,2.17,0.91,26.2,0.902,3.277,14.71168,121.11281,0,1,1,0
28.8,13650.0,13.0,3.07,0.785,10.6,3.651,3.73,14.46702,121.02961,0,1,1,0
25.5,20858.0,10.0,2.96,0.776,6.8,2.004,1.192,14.68382,121.04093,0,1,0,0
22.6,33970.0,16.0,2.84,0.721,8.8,0.581,2.007,14.60418,121.03117,0,1,0,0
21.7,23589.0,16.0,2.69,0.828,10.2,2.179,0.772,14.41882,120.94754,0,0,0,1
25.6,16589.0,14.0,2.09,0.631,6.8,1.816,0.973,14.39297,121.06975,0,1,1,0
20.8,0.0,23.0,1.55,0.956,21.6,3.777,3.339,14.54949,121.10616,0,1,1,0
24.1,9313.0,17.0,2.51,0.824,12.1,0.643,1.949,14.62011,121.02942,0,1,0,0
20.9,1139.0,22.0,1.91,0.956,27.3,0.529,2.106,14.66821,120.9788,0,1,1,0
20.9,0.0,21.0,1.48,0.9,21.9,3.261,3.585,14.68731,120.99992,0,1,0,0
20.5,0.0,20.0,1.65,0.897,15.7,3.355,3.493,14.53993,120.97683,0,0,0,0
22.3,19742.0,15.0,3.78,0.678,9.7,0.473,1.89,14.61391,121.00875,0,1,0,0
20.6,33396.0,17.0,3.42,0.705,8.1,2.105,1.059,14.5679,121.0427,0,1,0,0
21.1,0.0,21.0,2.83,0.874,22.7,0.745,3.031,14.65937,121.02941,0,0,0,0
25.9,25547.0,13.0,3.76,0.753,8.4,2.092,0.847,14.64485,121.06663,0,0,1,0
28.8,0.0,10.0,3.25,0.641,14.0,0.784,3.267,14.69734,121.10854,0,1,1,1
23.7,21246.0,16.0,3.66,0.74,10.8,0.717,2.899,14.57949,121.08345,0,1,1,1
20.3,0.0,22.0,2.12,0.884,23.3,1.556,0.487,14.44615,120.91508,1,1,0,0
20.5,0.0,19.0,2.62,0.855,8.9,3.649,3.426,14.41887,120.97144,0,1,0,0
20.2,30082.0,18.0,3.41,0.797,9.7,2.054,1.195,14.67393,121.04759,0,1,1,1
20.4,1455.0,22.0,1.74,0.959,21.7,2.012,0.7,14.59833,121.12693,0,1,0,0
18.9,0.0,19.0,3.53,0.794,16.6,0.841,2.902,14.40146,121.04672,0,0,1,0
21.5,300.0,22.0,1.92,0.99,21.8,1.53,0.658,14.60211,121.08374,0,1,1,0
19.2,0.0,22.0,2.32,0.97,21.0,3.051,2.715,14.74129,121.12711,1,1,0,0
22.2,1792.0,20.0,2.07,0.832,19.5,0.477,2.019,14.47654,121.02031,0,0,0,0
19.7,0.0,22.0,1.92,0.757,12.8,2.806,2.41,14.62339,121.106,0,1,1,0
20.5,30890.0,14.0,3.93,0.5,16.9,0.292,1.753,14.40045,121.0988,0,1,1,0
22.5,23483.0,16.0,3.42,0.685,11.7,3.495,3.357,14.41259,120.92031,0,1,0,0
21.2,2754.0,15.0,2.99,0.791,17.8,1.353,0.466,14.741,121.10063,0,1,0,0
22.7,320.0,20.0,1.83,0.986,21.7,3.413,3.51,14.43944,120.94278,1,1,1,0
21.6,20788.0,13.0,3.26,0.588,15.2,0.613,2.896,14.64563,120.9779,0,0,1,0
31.5,12155.0,10.0,2.57,0.906,4.3,0.579,1.89,14.57292,121.06907,0,1,1,0
20.6,1927.0,25.0,1.7,0.908,16.5,3.487,3.887,14.65393,120.98278,0,0,0,0
22.0,908.0,17.0,2.89,0.753,16.3,3.335,3.393,14.52827,120.99605,0,0,1,0
21.2,992.0,20.0,1.96,0.73,15.5,3.684,3.319,14.65345,121.12838,0,1,1,0
21.1,0.0,20.0,2.26,0.795,14.3,1.038,2.954,14.62628,120.95571,1,1,0,0
22.7,20917.0,12.0,2.77,0.912,9.2,3.529,3.454,14.58267,121.05695,0,1,0,1
22.8,3661.0,12.0,2.54,0.756,10.1,3.373,3.26,14.74311,121.09737,0,1,0,0
21.0,245.0,18.0,2.79,0.905,12.8,2.04,1.048,14.64664,120.97984,0,1,1,0
19.1,0.0,23.0,1.63,0.932,22.7,0.466,2.03,14.5293,121.014,0,1,1,0
26.0,413.0,11.0,2.38,0.707,7.4,0.508,2.079,14.54859,121.03973,0,1,1,0
18.1,849.0,17.0,2.6,0.882,8.9,3.355,3.563,14.41623,120.93875,0,1,1,0
22.8,10092.0,17.0,2.45,0.797,13.7,0.824,3.0,14.38874,121.07381,0,1,0,0
21.5,0.0,18.0,3.3,0.842,18.0,1.424,0.324,14.50416,121.01367,0,1,0,0
20.6,21722.0,16.0,2.47,0.582,10.6,3.498,3.587,14.55239,121.01054,0,1,1,0
19.8,3504.0,17.0,2.49,0.712,12.2,2.869,2.159,14.7057,120.98414,0,0,0,0
21.3,10155.0,22.0,3.07,0.861,11.0,2.324,0.909,14.47484,120.96599,0,1,1,1
20.5,0.0,15.0,3.3,0.707,15.2,0.466,2.014,14.73474,121.1109,1,1,0,1
18.9,2400.0,21.0,1.41,0.888,24.1,0.978,3.108,14.61992,120.96486,0,1,0,0
19.6,26687.0,13.0,3.1,0.751,13.7,2.912,2.506,14.68911,120.99599,0,0,1,1
22.3,22810.0,13.0,3.57,0.616,4.1,0.808,1.835,14.44557,120.97446,0,1,1,0
22.0,12737.0,13.0,3.27,0.809,5.6,0.682,1.979,14.71777,121.13469,0,0,1,1
21.8,27398.0,13.0,2.86,0.658,11.8,0.686,2.003,14.43618,120.97404,0,1,1,1
18.7,35868.0,17.0,3.27,0.726,12.7,1.907,1.072,14.37499,121.04961,0,1,0,0
20.2,0.0,22.0,1.45,0.99,23.6,0.321,2.067,14.60393,121.0178,0,1,1,0
19.3,22274.0,13.0,2.92,0.635,3.7,0.888,3.051,14.69602,121.14914,0,1,0,0
19.5,0.0,24.0,2.94,0.816,14.7,3.731,3.801,14.47123,120.96417,0,1,1,0
20.6,24957.0,18.0,3.5,0.789,8.1,3.642,3.602,14.42453,121.03602,0,1,0,1
19.6,0.0,21.0,1.1,0.99,24.5,1.346,0.778,14.56442,121.01164,0,0,1,0
21.9,2397.0,19.0,1.64,0.88,23.4,0.288,1.824,14.43944,120.99543,0,1,0,0
21.3,0.0,15.0,2.45,0.881,11.9,0.325,1.569,14.45945,120.99545,0,0,1,0
21.9,1064.0,16.0,2.77,0.874,11.7,2.053,1.018,14.66047,121.02215,0,1,0,0
20.2,1827.0,20.0,1.88,0.99,20.9,0.797,2.888,14.49152,121.01768,0,1,0,0
21.2,2107.0,19.0,2.53,0.843,11.6,2.133,0.862,14.35779,121.06134,0,1,1,0
22.2,15309.0,18.0,3.24,0.641,7.6,0.53,2.172,14.59968,121.12123,0,0,0,0
25.1,13415.0,16.0,2.96,0.744,5.5,0.31,1.991,14.64103,121.1402,0,1,1,0
21.6,62.0,17.0,3.22,0.839,19.5,3.403,3.38,14.60035,121.01093,0,1,1,0
21.7,6755.0,13.0,2.94,0.772,7.9,0.791,2.89,14.68167,121.05763,0,1,0,0
21.3,0.0,21.0,2.24,0.857,8.2,0.638,1.9,14.46747,120.9616,0,1,0,0
28.3,0.0,12.0,2.82,0.819,10.0,3.625,3.436,14.64469,120.97967,0,1,0,0
21.9,7359.0,19.0,2.42,0.944,8.7,3.504,3.712,14.57841,121.06905,0,1,1,0
24.6,0.0,17.0,3.24,0.822,11.9,1.769,0.534,14.68389,121.13193,1,1,1,1
26.5,941.0,14.0,3.43,0.842,7.6,0.482,2.909,14.60594,121.02954,0,1,0,0
21.5,0.0,18.0,2.21,0.81,5.9,0.615,2.189,14.64963,121.06488,0,0,1,0
27.2,1866.0,13.0,2.89,0.667,11.6,0.73,3.03,14.60567,120.97482,0,1,0,0
19.9,2751.0,23.0,2.02,0.853,22.5,2.154,0.802,14.68447,120.96335,0,1,1,0
22.1,29035.0,20.0,3.18,0.689,7.1,3.666,3.482,14.57655,121.13695,0,1,1,0
22.2,13225.0,19.0,2.18,0.794,16.0,0.829,3.048,14.46777,120.96946,0,1,0,0
21.4,0.0,18.0,3.14,0.849,12.8,3.12,2.258,14.42893,120.95864,0,1,0,0
22.1,30414.0,16.0,3.52,0.759,8.1,0.812,2.93,14.68532,121.12072,0,1,1,1
23.2,18776.0,13.0,3.0,0.763,11.0,1.095,0.602,14.68692,121.08339,0,0,0,1
28.7,0.0,10.0,2.99,0.836,13.2,0.348,2.117,14.71069,121.1206,1,1,0,0
23.2,369.0,20.0,2.44,0.853,20.8,0.407,2.029,14.66515,121.0136,0,1,0,0
20.8,1356.0,16.0,1.78,0.796,11.3,0.469,2.001,14.56169,120.98845,0,1,0,0
18.7,24039.0,17.0,3.28,0.717,7.7,0.452,1.881,14.60152,121.06043,0,1,1,0
20.6,0.0,15.0,2.27,0.9,13.3,1.616,0.73,14.66842,121.08915,0,0,1,0
21.6,27897.0,20.0,2.67,0.804,9.4,1.177,0.392,14.51578,121.03026,0,1,1,0
27.5,21037.0,14.0,2.83,0.832,2.8,2.031,1.114,14.45763,120.99273,0,0,0,0
19.1,0.0,21.0,1.79,0.925,14.5,1.418,0.514,14.6832,121.01945,1,1,1,0
21.9,1412.0,20.0,2.95,0.96,11.0,3.358,3.336,14.37468,121.07867,0,0,0,1
26.9,8791.0,14.0,3.0,0.806,2.8,0.696,1.751,14.72065,121.00253,0,0,1,1
20.7,0.0,18.0,2.07,0.853,13.4,1.788,1.182,14.53699,120.98572,0,1,1,0
22.0,0.0,17.0,3.07,0.848,15.1,1.379,0.564,14.64052,120.96971,0,0,0,0
20.9,0.0,18.0,2.64,0.742,12.6,1.486,0.534,14.48479,121.03808,0,1,1,0
25.7,0.0,10.0,3.08,0.666,8.4,3.76,3.835,14.61276,120.99002,0,0,0,0
19.9,0.0,17.0,2.19,0.854,16.0,1.644,0.226,14.65656,120.93784,0,1,0,0
17.7,31605.0,20.0,3.16,0.602,11.5,0.73,2.984,14.73289,121.00994,0,1,1,1
20.8,0.0,22.0,2.37,0.903,25.5,1.481,0.324,14.66973,120.95781,0,1,0,0
20.7,1848.0,11.0,3.4,0.708,12.1,3.18,3.971,14.72112,121.12446,0,1,0,0
24.6,18317.0,21.0,2.45,0.89,12.2,1.48,0.651,14.58666,121.00385,0,1,0,0
22.5,23992.0,20.0,2.43,0.774,14.6,1.854,0.793,14.52747,121.01725,0,0,1,0
19.9,1030.0,23.0,2.05,0.947,19.6,0.905,3.177,14.69169,121.04899,0,1,0,0
21.5,24021.0,13.0,2.99,0.646,9.6,1.881,0.954,14.34213,121.05427,0,1,1,0
22.2,0.0,22.0,1.75,0.924,19.2,2.85,2.385,14.71746,121.1074,0,1,1,0
24.0,12883.0,14.0,2.51,0.858,8.0,1.509,0.542,14.57721,121.00382,0,0,0,0
20.5,0.0,20.0,2.1,0.904,22.8,0.334,2.117,14.55687,121.01119,1,1,0,0
29.2,0.0,11.0,4.0,0.748,2.7,3.396,3.439,14.36952,121.05305,1,1,0,1
20.6,30730.0,12.0,3.25,0.631,13.4,0.459,1.883,14.59457,121.11024,1,0,0,0
21.3,2552.0,18.0,2.57,0.873,13.6,3.04,2.413,14.53122,121.02731,0,1,0,1
22.3,26149.0,15.0,3.01,0.616,13.2,3.53,3.457,14.65124,120.9628,0,1,1,0
21.0,0.0,14.0,2.71,0.817,9.1,3.424,3.478,14.45094,120.98905,0,1,0,0
24.8,6664.0,16.0,3.09,0.731,9.1,0.946,3.24,14.59516,121.02164,0,0,0,1
20.2,17863.0,19.0,3.59,0.628,11.9,0.751,3.09,14.63912,120.96674,0,1,1,1
18.4,0.0,20.0,1.79,0.921,11.4,2.117,0.639,14.57845,121.1203,0,1,0,0
21.0,0.0,21.0,2.69,0.893,16.9,2.066,1.003,14.62346,121.04184,0,1,1,0
21.7,0.0,22.0,1.49,0.97,16.6,3.601,3.602,14.65453,121.10127,0,1,0,0
20.9,0.0,22.0,1.92,0.851,14.9,0.311,1.908,14.4425,120.97365,0,0,1,0
22.1,26954.0,14.0,3.67,0.596,14.7,0.324,2.127,14.67277,120.95526,0,1,0,1
22.0,0.0,19.0,2.47,0.8,22.4,0.559,3.028,14.65047,121.03014,0,1,0,0
21.5,4375.0,19.0,1.53,0.907,21.7,0.47,1.815,14.58896,121.12742,0,0,0,0
18.6,4048.0,19.0,1.91,0.938,19.4,0.564,2.003,14.68717,121.12976,0,1,0,0
20.0,0.0,21.0,2.79,0.864,9.2,0.499,2.234,14.49237,121.01585,1,1,1,0
19.0,1764.0,21.0,1.96,0.911,23.1,0.434,1.99,14.62199,121.05506,0,1,1,0
19.6,0.0,19.0,1.2,0.94,22.6,0.515,2.088,14.68384,120.94815,0,0,0,0
18.1,0.0,23.0,2.06,0.931,18.2,0.439,2.103,14.66212,120.97169,1,1,0,0
21.5,0.0,20.0,3.42,0.897,12.8,0.712,1.939,14.65278,120.89057,0,0,1,0
19.0,1773.0,21.0,1.88,0.826,22.8,2.066,1.061,14.48472,120.93858,0,1,1,0
23.1,10985.0,14.0,3.07,0.71,3.0,1.604,0.116,14.71537,121.09954,0,1,0,0
21.7,1998.0,19.0,2.1,0.746,11.3,2.179,0.853,14.44071,120.98924,0,1,1,0
22.5,0.0,19.0,1.9,0.958,15.5,1.572,0.415,14.39137,121.05211,0,1,0,0
21.3,2103.0,20.0,1.22,0.915,23.0,0.799,2.466,14.66213,121.09634,0,0,0,0
29.2,17344.0,12.0,3.3,0.826,10.8,3.437,3.601,14.65928,120.9608,0,1,1,1
21.4,1373.0,22.0,2.77,0.85,16.7,0.336,1.942,14.59391,121.07698,0,0,0,1
20.9,2322.0,16.0,2.66,0.862,19.3,0.773,2.006,14.69524,120.98538,0,1,1,0
19.5,0.0,10.0,3.34,0.799,6.8,2.159,1.093,14.44367,120.91268,1,1,0,1
21.6,18985.0,12.0,3.06,0.8,5.5,0.683,1.87,14.6563,120.94697,0,1,1,1
24.4,0.0,14.0,2.22,0.739,6.4,1.524,0.575,14.47235,121.00897,0,1,1,0
22.3,0.0,21.0,1.58,0.91,15.3,0.301,2.012,14.68027,120.95773,0,1,0,0
18.7,16020.0,13.0,2.97,0.693,5.7,0.362,1.849,14.54415,121.00139,0,0,1,0
21.4,26183.0,13.0,3.31,0.82,13.7,3.678,3.652,14.3985,120.95852,0,0,1,1
21.7,1102.0,22.0,1.85,0.946,16.7,1.657,0.675,14.45541,120.95913,0,1,1,0
21.0,24341.0,16.0,2.76,0.669,11.3,0.37,1.979,14.58633,121.03379,0,0,1,0
20.6,5248.0,21.0,1.94,0.772,16.8,0.425,2.04,14.46588,120.95531,0,1,0,0
20.5,35230.0,14.0,2.99,0.829,13.0,1.561,0.568,14.59199,121.12414,0,1,1,0
22.8,20420.0,15.0,3.52,0.755,9.4,3.161,2.855,14.59428,121.00238,0,0,0,1
29.3,29272.0,10.0,3.16,0.808,4.9,1.758,0.695,14.49077,121.02368,0,0,0,1
19.8,0.0,21.0,2.05,0.931,14.3,3.498,3.397,14.64014,121.12887,0,1,1,0
20.5,28256.0,12.0,3.1,0.711,10.5,1.396,0.549,14.49984,121.02766,0,1,1,0
24.0,0.0,20.0,2.19,0.949,24.2,2.082,0.962,14.67749,121.04656,0,0,0,0
21.7,3194.0,14.0,2.5,0.766,14.1,2.063,1.127,14.4335,120.94329,0,0,1,0
24.6,27841.0,13.0,2.91,0.744,7.2,1.937,0.956,14.66952,120.98837,0,0,1,0
20.7,0.0,18.0,2.65,0.856,7.9,0.587,3.09,14.59708,120.96814,0,0,1,1
21.7,0.0,19.0,2.48,0.99,23.6,0.37,2.08,14.62729,121.04007,0,1,0,0
27.6,12266.0,10.0,3.79,0.726,5.6,0.565,1.879,14.45054,120.93431,0,1,1,0
26.1,7302.0,12.0,2.32,0.933,4.7,1.72,0.65,14.65561,121.13517,0,1,1,0
27.1,0.0,12.0,3.04,0.733,12.3,2.05,0.955,14.4782,121.04047,0,1,0,0
22.0,0.0,22.0,1.59,0.964,13.0,1.909,1.032,14.634,121.02016,0,0,1,0
19.9,0.0,16.0,2.26,0.839,11.5,2.264,0.958,14.54579,121.06936,0,1,1,0
21.3,0.0,21.0,1.35,0.954,24.7,0.39,2.012,14.65915,121.12912,0,0,1,0
28.3,0.0,12.0,3.15,0.825,12.6,1.892,1.079,14.67302,120.94764,0,1,0,0
21.8,35199.0,18.0,3.34,0.715,12.8,1.345,0.56,14.61619,121.05564,0,1,1,0
19.7,0.0,20.0,1.4,0.964,21.4,1.294,0.505,14.70445,121.11041,0,1,0,0
21.5,0.0,20.0,2.86,0.784,17.6,2.026,1.083,14.55649,121.1021,0,0,0,0
19.3,0.0,22.0,2.0,0.972,24.1,1.607,0.614,14.59101,121.05869,0,1,1,0
21.3,286.0,18.0,1.95,0.891,12.8,1.951,1.11,14.7367,121.12632,0,1,0,0
19.7,0.0,20.0,1.79,0.945,23.3,0.485,1.924,14.6743,120.95805,1,1,0,0
23.1,28732.0,18.0,2.86,0.731,13.3,0.802,2.154,14.38499,121.0709,1,1,1,0
24.2,16875.0,14.0,3.1,0.756,10.5,0.769,3.084,14.52058,121.03282,0,1,0,0
23.6,10261.0,18.0,3.0,0.937,11.0,2.841,2.722,14.61925,121.03007,0,1,0,1
19.5,27424.0,12.0,3.51,0.604,11.1,0.74,3.273,14.74905,121.12947,0,1,1,1
22.4,829.0,22.0,2.05,0.932,24.2,2.621,2.456,14.55483,121.00698,0,1,0,0
20.7,0.0,23.0,2.02,0.898,21.4,3.64,3.539,14.68664,121.05598,0,1,1,0
21.3,1790.0,21.0,1.47,0.94,25.3,3.495,3.568,14.71967,121.11607,0,0,1,0
23.1,9669.0,18.0,2.74,0.78,10.2,1.741,0.965,14.50596,120.99074,0,1,1,0
22.4,5615.0,11.0,2.48,0.696,4.1,1.932,1.027,14.5319,121.03885,0,1,0,0
21.6,0.0,21.0,1.62,0.984,23.1,0.535,1.841,14.63669,120.96036,1,1,0,0
21.4,24516.0,13.0,2.72,0.773,8.4,0.482,1.905,14.55478,121.04358,0,1,0,0
23.2,22515.0,17.0,3.45,0.798,10.4,1.822,0.925,14.71405,121.03851,0,1,1,0
22.2,2854.0,18.0,2.48,0.748,10.3,1.034,2.959,14.72513,121.114,0,1,0,0
23.0,12190.0,23.0,2.04,0.746,15.6,0.185,2.13,14.53215,121.03804,0,0,1,0
20.6,21352.0,14.0,3.0,0.656,12.5,0.634,3.033,14.67436,120.95974,0,0,0,1
21.1,1204.0,19.0,2.2,0.881,10.1,0.398,1.898,14.64279,121.11078,0,1,1,0
21.1,0.0,22.0,2.18,0.847,19.7,0.795,2.864,14.71127,121.10664,0,1,0,0
20.4,0.0,21.0,2.06,0.928,17.1,2.291,0.79,14.56343,120.99269,1,1,0,0
20.7,1536.0,22.0,1.0,0.95,37.7,1.687,1.259,14.44425,120.98575,0,1,1,0
18.6,498.0,20.0,1.64,0.897,19.8,1.683,0.427,14.72858,120.9677,0,0,0,0
19.6,1371.0,24.0,2.02,0.923,24.7,0.515,2.194,14.56562,121.0449,0,1,0,0
21.5,2085.0,16.0,2.57,0.78,18.6,2.05,1.08,14.66075,121.02038,0,1,0,1
24.1,10168.0,18.0,3.26,0.722,11.4,0.649,1.93,14.59281,121.02619,0,1,0,0
19.2,0.0,22.0,1.85,0.864,22.0,1.111,2.944,14.47649,120.97632,0,1,0,0
20.1,30593.0,14.0,3.77,0.791,6.7,1.376,0.409,14.56942,121.09887,0,1,0,0
21.2,0.0,15.0,3.1,0.897,7.5,0.319,1.964,14.60246,120.95983,0,1,0,0
24.8,19347.0,18.0,2.22,0.836,18.1,1.61,0.543,14.4269,120.9408,0,0,1,0
21.1,354.0,20.0,1.93,0.889,21.6,0.822,2.898,14.65847,121.14162,0,1,1,0
20.8,668.0,21.0,1.32,0.854,18.6,0.738,3.283,14.44113,120.91329,0,0,1,0
